Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
TLN,BRU,2,8/20/2023,6:00:00 PM,RPL2023Winter,Thailand,Zuka,Keera,Iggy,Violet,Thane,14:45,Helen,Elsu,Tulen,Zill,Ryoma,Aoi,Valhein,Yan,Nakroth,4,WonderWoman,Kaine,Aya,Omen,R,Littleboyz
VCF,BAC,2,8/21/2023,7:00:00 PM,RPL2023Winter,Thailand,Florentino,Kaine,Zata,Elsu,Xeniel,13:05,Helen,Capheny,Rouie,WonderWoman,Riktor,Aoi,Omen,Slimz,Hayate,1,Tachi,Keera,Aya,Valhein,B,Kimsensei
VCF,BAC,2,8/21/2023,7:00:00 PM,RPL2023Winter,Thailand,Omen,Aoi,Liliana,Violet,Alice,11:43,Y'bneth,Elsu,Iggy,Zuka,Skud,Valhein,Aya,Florentino,Mina,2,Keera,Helen,Rouie,Mganga,R,Moowan
VCF,BAC,1,8/21/2023,7:00:00 PM,RPL2023Winter,Thailand,Ryoma,Yan,Aya,Hayate,Arthur,22:17,Taara,Slimz,Mganga,Kriknak,Murad,Aoi,Omen,Qi,Florentino,3,Keera,Zill,Rouie,Valhein,B,Pichu
VCF,BAC,1,8/21/2023,7:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Krixi,TheJoker,Krizzix,15:26,TeeMee,Lindis,Yue,Zill,Ryoma,Valhein,Aya,Keera,Tachi,4,Murad,Taara,Mganga,Rouie,R,NBank
VCF,BAC,2,8/21/2023,7:00:00 PM,RPL2023Winter,Thailand,Roxie,Zephys,Iggy,Yorn,Zip,13:50,Kaine,Violet,Liliana,Yan,Superman,Aoi,Aya,Florentino,Xeniel,5,Skud,Taara,Rouie,Valhein,B,Kimsensei
BRU,BHD,1,8/24/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Aya,Celica,Arthur,9:57,Arum,Capheny,Tulen,Taara,Qi,Mganga,Omen,Zata,Krixi,1,Iggy,Florentino,TheJoker,Valhein,B,NuNu
BRU,BHD,2,8/24/2023,4:00:00 PM,RPL2023Winter,Thailand,Riktor,Taara,Rouie,Teeri,TeeMee,15:27,Y'bneth,Slimz,Zata,WonderWoman,Florentino,Aya,Omen,Krizzix,Kaine,2,Eland'orr,Ryoma,Elsu,Valhein,B,Bboss
BRU,BHD,1,8/24/2023,4:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zill,Iggy,Violet,Zip,20:39,Kaine,Valhein,Krixi,Keera,Skud,Aya,Rouie,Helen,Mina,3,Omen,Max,Elsu,Florentino,R,NuNu
BRU,BHD,2,8/24/2023,4:00:00 PM,RPL2023Winter,Thailand,Qi,Tulen,Elsu,TheJoker,Thane,17:29,Chaugnar,Violet,Iggy,Kriknak,Yena,Aya,Aoi,Krizzix,NoBan,4,Kaine,Keera,Helen,Valhein,B,Fakeplayz
BRU,BHD,2,8/24/2023,4:00:00 PM,RPL2023Winter,Thailand,Kaine,Nakroth,Kahlii,Capheny,Helen,16:43,Xeniel,Elsu,Yue,Yan,Ryoma,Aya,Aoi,Maloch,Baldum,5,Keera,Kriknak,Krizzix,Valhein,R,Fakeplayz
PSG,TLN,2,8/24/2023,7:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Iggy,Violet,TeeMee,27:46,Xeniel,Elsu,Tulen,Zuka,Skud,Aoi,Aya,Kaine,Taara,1,Zip,Helen,Rouie,Valhein,B,Erez
PSG,TLN,2,8/24/2023,7:00:00 PM,RPL2023Winter,Thailand,Qi,WonderWoman,Zata,Capheny,Alice,27:20,Rouie,Teeri,Raz,Tachi,Florentino,Valhein,Aya,TeeMee,TheJoker,2,Helen,Krizzix,Mganga,Omen,R,Erez
PSG,TLN,1,8/24/2023,7:00:00 PM,RPL2023Winter,Thailand,Skud,Sinestrea,Mganga,TheJoker,Helen,18:55,Maloch,Slimz,Liliana,Aoi,Yena,Valhein,Aya,Qi,Thane,3,Hayate,Taara,Omen,Rouie,R,JDai
PSG,TLN,2,8/24/2023,7:00:00 PM,RPL2023Winter,Thailand,Omen,Aoi,Raz,Elsu,Chaugnar,15:29,Arthur,Violet,Iggy,Zill,Mina,Helen,Eland'orr,TeeMee,Zip,4,Krizzix,Xeniel,Rouie,Aya,B,Erez
TFP,KOG,1,8/25/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Keera,Zata,Elsu,Krizzix,17:56,Taara,Capheny,Liliana,Zuka,Riktor,Aoi,Omen,Illumia,Yue,1,Yan,Kriknak,Aya,Valhein,B,Negan
TFP,KOG,2,8/25/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Iggy,TheJoker,Thane,14:48,Y'bneth,Teeri,Tulen,Keera,Ryoma,Omen,Krizzix,Elsu,Violet,2,Aoi,Kriknak,Aya,Valhein,B,Revers
TFP,KOG,2,8/25/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Nakroth,Illumia,Violet,Baldum,19:53,Chaugnar,Celica,Mganga,Tachi,Yan,Aoi,Florentino,Yue,Krixi,3,Aya,Maloch,Omen,Valhein,B,Mayongness
TFP,KOG,1,8/25/2023,12:00:00 PM,RPL2023Winter,Thailand,Allain,Zill,Yue,Hayate,Y'bneth,21:00,TeeMee,Violet,Zata,Kriknak,Omen,Valhein,Florentino,Elsu,Krizzix,4,Taara,Zip,Aya,Aoi,R,Bandsjaaa
TFP,KOG,2,8/25/2023,12:00:00 PM,RPL2023Winter,Thailand,Superman,Yan,Aya,Bright,Taara,18:07,Helen,Slimz,Lorion,WonderWoman,Florentino,Aoi,Krizzix,Ignis,Eland'orr,5,Murad,Yena,Rouie,Valhein,B,Mayongness
BHD,VCF,2,8/25/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,WonderWoman,Iggy,Lindis,Kaine,17:58,Krizzix,TheJoker,Krixi,Keera,Riktor,Aoi,Aya,Taara,Omen,1,Zill,Skud,Elsu,Valhein,B,Deboom
BHD,VCF,2,8/25/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Taara,Zata,Capheny,Y'bneth,13:34,Helen,Violet,Mganga,Kriknak,Ryoma,Valhein,Elsu,Iggy,Tulen,2,Aya,Yan,Omen,Aoi,R,Pichu
BHD,VCF,1,8/25/2023,3:00:00 PM,RPL2023Winter,Thailand,Florentino,Sinestrea,Krixi,Slimz,Krizzix,19:31,Chaugnar,Lindis,Rouie,Yan,Murad,Valhein,Elsu,Eland'orr,WonderWoman,3,Keera,Kriknak,Aya,Aoi,R,g0dpp
BHD,VCF,1,8/25/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Mganga,Elsu,Rouie,10:23,Xeniel,Slimz,Tulen,Zill,Omen,Florentino,Aoi,Eland'orr,Zata,4,Yan,Mina,Aya,Valhein,B,1S1K
BHD,VCF,1,8/25/2023,3:00:00 PM,RPL2023Winter,Thailand,Yena,Kriknak,Aya,Celica,Chaugnar,33:35,TeeMee,Valhein,Yue,Zephys,Skud,Elsu,Florentino,Iggy,Kaine,5,Toro,Arthur,Aoi,Omen,R,Acapae
TLN,eA,1,8/25/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Tachi,Raz,Elsu,Rouie,22:52,Krizzix,Hayate,Zata,WonderWoman,Qi,Omen,Helen,Violet,Skud,1,Toro,Chaugnar,Aya,Valhein,B,Erez
TLN,eA,1,8/25/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,Zill,Aya,Celica,Taara,16:52,Helen,Capheny,Krixi,Enzo,Skud,Mganga,Omen,Eland'orr,Kaine,2,Yue,Kriknak,Aoi,Valhein,B,IpodPro
TLN,eA,1,8/25/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,WonderWoman,Liliana,Violet,TeeMee,21:24,Thane,Elsu,Iggy,Kriknak,Taara,Aya,Valhein,Florentino,Omen,3,Eland'orr,Keera,Helen,Aoi,R,IPogPro
PSG,TFP,1,8/26/2023,12:00:00 PM,RPL2023Winter,Thailand,Omen,WonderWoman,Lorion,TheJoker,Rouie,37:28,Xeniel,Violet,Raz,Kriknak,Skud,Aoi,Helen,Krizzix,TeeMee,1,Chaugnar,Florentino,Aya,Valhein,B,Hrlquin
PSG,TFP,2,8/26/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Tulen,Iggy,Elsu,Thane,26:49,Taara,Slimz,Illumia,Keera,Ryoma,Aoi,Rouie,Omen,Cresht,2,Kriknak,Florentino,Aya,Valhein,B,Qilin
PSG,TFP,1,8/26/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Zuka,Krixi,Violet,Zip,15:07,Kaine,Celica,Liliana,Tulen,Riktor,Valhein,Elsu,Zill,Y'bneth,3,Baldum,Krizzix,Aya,Mganga,R,N-Ashearth
PSG,TFP,1,8/26/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Eland'orr,Liliana,Capheny,TeeMee,16:18,Rouie,Hayate,Zata,Nakroth,Florentino,Valhein,Aya,WonderWoman,Omen,4,Keera,Kriknak,Helen,Aoi,R,N-Ashearth
eA,VCF,2,8/26/2023,3:00:00 PM,RPL2023Winter,Thailand,Yena,WonderWoman,Tulen,Elsu,Rouie,17:54,TeeMee,Slimz,Zata,Zuka,Florentino,TheJoker,Krizzix,Kriknak,Tachi,1,Murad,Ryoma,Aoi,Valhein,B,Deboom
eA,VCF,1,8/26/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Zill,Liliana,Capheny,Chaugnar,25:29,Krizzix,Lindis,Krixi,Kriknak,Ryoma,Rouie,Valhein,Hayate,Elsu,2,Illumia,Zata,Omen,Aoi,R,Getzila
eA,VCF,2,8/26/2023,3:00:00 PM,RPL2023Winter,Thailand,Roxie,Taara,Iggy,TheJoker,TeeMee,24:58,Maloch,Elsu,Tulen,Aoi,Omen,Rouie,Mganga,Thane,Xeniel,3,Mina,Florentino,Aya,Valhein,B,QQ
eA,VCF,1,8/26/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Keera,Zata,Teeri,Zip,26:15,Helen,Violet,Yue,Yan,Riktor,Valhein,Aya,Mganga,Iggy,4,Yorn,Celica,Omen,Aoi,R,TAOZ
eA,VCF,2,8/26/2023,3:00:00 PM,RPL2023Winter,Thailand,Qi,Kriknak,Krixi,Violet,Thane,13:35,Zip,TheJoker,Iggy,WonderWoman,Yena,Valhein,Aya,Skud,Kaine,5,Yan,Florentino,Helen,Aoi,R,QQ
BAC,BRU,1,8/26/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Rouie,Slimz,Maloch,22:33,Arthur,Celica,Aya,Aoi,Kaine,Mganga,Krizzix,Hayate,Zata,1,Capheny,Elsu,Taara,Valhein,B,Kimsensei
BAC,BRU,1,8/26/2023,6:00:00 PM,RPL2023Winter,Thailand,Xeniel,Tachi,Iggy,TheJoker,Kaine,13:13,TeeMee,Violet,Yue,Yan,Skud,Valhein,Rouie,Helen,Keera,2,Omen,Florentino,Elsu,Aya,R,Kimsensei
BAC,BRU,2,8/26/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zuka,Kahlii,Hayate,Y'bneth,17:38,Xeniel,Elsu,Iggy,Zill,Florentino,Rouie,Valhein,Keera,Kriknak,3,Eland'orr,Tulen,Aya,Violet,R,TheWorlds
BAC,BRU,1,8/26/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Yan,Liliana,Violet,Helen,11:53,Y'bneth,Capheny,Krixi,Kriknak,Ryoma,Valhein,Rouie,Krizzix,Zip,4,Skud,Omen,Aya,Elsu,R,AlmondP
BHD,KOG,2,8/27/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Taara,Zata,Elsu,Y'bneth,12:13,Arthur,Violet,Rouie,Yan,Omen,Aoi,Helen,WonderWoman,Kriknak,1,Krizzix,Kaine,Aya,Valhein,B,Jakkapat
BHD,KOG,1,8/27/2023,12:00:00 PM,RPL2023Winter,Thailand,Aya,WonderWoman,Mganga,TheJoker,Murad,16:45,Xeniel,Hayate,Yue,Aoi,Florentino,Elsu,Taara,Zata,Skud,2,Nakroth,Yan,Valhein,Omen,R,g0dpp
BHD,KOG,1,8/27/2023,12:00:00 PM,RPL2023Winter,Thailand,Kaine,Aoi,Iggy,Capheny,Chaugnar,9:58,Krizzix,TheJoker,Zata,WonderWoman,Skud,Aya,Elsu,Lindis,Taara,3,Omen,Florentino,Rouie,Valhein,B,Fakeplayz
BHD,KOG,2,8/27/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Tulen,Violet,Maloch,12:45,Y'bneth,Elsu,Iggy,Kriknak,Yena,Valhein,Aya,Ryoma,Thane,4,Helen,Xeniel,Rouie,Omen,R,Revers
BHD,KOG,2,8/27/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Kriknak,Liliana,Valhein,Krizzix,9:52,Baldum,Teeri,Lorion,Zill,Ryoma,Aya,Helen,Eland'orr,Keera,5,Yan,Xeniel,Rouie,Omen,R,Mayongness
BRU,PSG,1,8/27/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,WonderWoman,Rouie,Capheny,Helen,14:03,Krizzix,Slimz,Zata,Tachi,Qi,Mganga,Omen,Hayate,Violet,1,Elsu,Chaugnar,Aya,Valhein,B,Littleboyz
BRU,PSG,1,8/27/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Yan,Liliana,Elsu,Xeniel,31:49,Thane,Violet,Iggy,Zuka,Taara,Rouie,Omen,Sinestrea,Skud,2,Zill,Kaine,Aya,Valhein,B,NuNu
BRU,PSG,2,8/27/2023,3:00:00 PM,RPL2023Winter,Thailand,Roxie,Aoi,Iggy,Tel'Annas,Zip,21:59,Xeniel,Capheny,Krixi,Yan,Skud,Rouie,Omen,Zill,Eland'orr,3,Kaine,Florentino,Valhein,Aya,B,Sharkz
BRU,PSG,2,8/27/2023,3:00:00 PM,RPL2023Winter,Thailand,Kaine,Kriknak,Krixi,Violet,Thane,17:06,Lumburr,Elsu,Yue,Zill,Yena,Omen,Rouie,Murad,Ryoma,4,TeeMee,Krizzix,Valhein,Aya,B,Sharkz
BRU,PSG,1,8/27/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Keera,Lorion,Teeri,TeeMee,14:38,Chaugnar,TheJoker,Liliana,Aoi,Ryoma,Rouie,Omen,Eland'orr,WonderWoman,5,Zill,Taara,Valhein,Aya,B,Littleboyz
TLN,BAC,1,8/27/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Zata,Valhein,Helen,16:05,Y'bneth,Teeri,Rouie,Yan,Riktor,Mganga,Violet,Kriknak,WonderWoman,1,Aoi,Keera,Omen,Aya,B,Difoxn
TLN,BAC,1,8/27/2023,6:00:00 PM,RPL2023Winter,Thailand,Kaine,Kriknak,Iggy,Elsu,Thane,9:52,Xeniel,Slimz,Tulen,Taara,Ryoma,Mganga,Helen,Skud,Nakroth,2,Keera,Omen,Rouie,Aya,B,IpodPro
TLN,BAC,2,8/27/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,Zill,Krixi,Violet,TeeMee,15:51,Kaine,TheJoker,Iggy,Keera,Yena,Helen,Elsu,Eland'orr,Baldum,3,Yan,Aoi,Aya,Rouie,B,Kimsensei
TLN,BAC,2,8/27/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Aoi,Yue,Celica,Zip,17:52,Thane,Elsu,Liliana,Tachi,Roxie,Valhein,Aya,Skud,Omen,4,Chaugnar,Lumburr,Mganga,Rouie,R,Moowan
TLN,BAC,2,8/27/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Keera,Liliana,Capheny,Taara,18:17,Helen,Hayate,Krixi,WonderWoman,Skud,Valhein,Aya,Florentino,Mina,5,Yan,Tachi,Mganga,Rouie,R,AlmondP
PSG,VCF,2,8/31/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Zuka,Aya,Yorn,Arthur,10:05,Helen,Valhein,Mganga,Aoi,Ryoma,Florentino,Krizzix,Hayate,Capheny,1,Zill,TheJoker,Rouie,Elsu,B,SRY
PSG,VCF,2,8/31/2023,4:00:00 PM,RPL2023Winter,Thailand,Qi,Keera,Liliana,Violet,TeeMee,19:20,Rouie,Elsu,Yue,WonderWoman,Florentino,Aya,Krizzix,Chaugnar,Omen,2,Zata,Kriknak,Helen,Aoi,R,QQ
PSG,VCF,2,8/31/2023,4:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Rouie,Capheny,Chaugnar,11:37,TeeMee,Violet,Tulen,Kriknak,Yena,Aya,Krizzix,Zata,Skud,3,Omen,Florentino,Elsu,Aoi,R,QQ
eA,BHD,2,8/31/2023,7:00:00 PM,RPL2023Winter,Thailand,Murad,Zill,Rouie,Capheny,Chaugnar,17:37,Krizzix,Violet,Zata,Yan,Florentino,Aoi,Kaine,Kriknak,Keera,1,Eland'orr,Ryoma,Elsu,Valhein,B,Bboss
eA,BHD,2,8/31/2023,7:00:00 PM,RPL2023Winter,Thailand,Omen,Aoi,Lorion,TheJoker,Kaine,17:59,Xeniel,Lindis,Yue,Taara,Ryoma,Iggy,Elsu,Rouie,Thane,2,Zata,Tulen,Helen,Aya,R,Fakeplayz
eA,BHD,1,8/31/2023,7:00:00 PM,RPL2023Winter,Thailand,Riktor,Eland'orr,Iggy,Violet,Zip,14:49,Y'bneth,TheJoker,Tulen,Wukong,Skud,Aoi,Omen,Kaine,Rouie,3,Taara,Florentino,Elsu,Aya,B,TAOZ
eA,BHD,2,8/31/2023,7:00:00 PM,RPL2023Winter,Thailand,Ryoma,Yan,Krixi,Valhein,Helen,15:53,Kaine,Teeri,Iggy,Keera,Riktor,Aoi,Omen,Yena,TeeMee,4,Zata,Yue,Taara,Elsu,B,Fakeplayz
KOG,BRU,2,9/1/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Taara,Iggy,Violet,Xeniel,26:02,Kaine,Elsu,Yue,Keera,Skud,Omen,Aya,Yan,Kriknak,1,Helen,Max,Rouie,Valhein,B,NuNu
KOG,BRU,2,9/1/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Krixi,Teeri,Maloch,13:52,Helen,Valhein,Lorion,Zuka,Ryoma,Aya,Rouie,Taara,TeeMee,2,Y'bneth,Zip,Kriknak,Omen,R,Getsrch
KOG,BRU,2,9/1/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,Kriknak,Aya,Hayate,Arthur,16:18,TeeMee,Teeri,Rouie,Zill,Florentino,Omen,Aoi,Mganga,Xeniel,3,Celica,Elsu,Helen,Valhein,B,Littleboyz
TFP,TLN,2,9/1/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Keera,Liliana,Elsu,Y'bneth,13:34,Thane,Slimz,Iggy,Nakroth,Skud,Omen,Aya,Violet,Eland'orr,1,Chaugnar,Krizzix,Rouie,Valhein,B,IpodPro
TFP,TLN,2,9/1/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Rouie,Lindis,Baldum,22:08,Xeniel,Elsu,Zata,Kriknak,Ryoma,Aoi,Mganga,Krizzix,Y'bneth,2,Zill,WonderWoman,Aya,Valhein,B,Erez
TFP,TLN,2,9/1/2023,3:00:00 PM,RPL2023Winter,Thailand,Murad,Aoi,Yue,Teeri,Zip,16:18,Helen,Valhein,Liliana,WonderWoman,Taara,Aya,Rouie,Riktor,Qi,3,TeeMee,Florentino,Omen,Krizzix,R,Difoxn
BAC,BHD,2,9/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Tachi,Aya,Hayate,Arthur,14:21,Maloch,Capheny,Mganga,Taara,Murad,Zata,Florentino,Helen,Eland'orr,1,Ryoma,Iggy,Elsu,Rouie,B,g0dpp
BAC,BHD,1,9/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,Yan,Raz,Slimz,Maloch,11:52,Thane,Violet,Rouie,WonderWoman,Skud,Aya,Elsu,Hayate,Valhein,2,Xeniel,Kaine,Aoi,Krizzix,R,TAOX
BAC,BHD,1,9/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Kaine,Eland'orr,Iggy,Valhein,Taara,12:18,Krizzix,Slimz,Zata,Aoi,Florentino,Aya,Helen,Xeniel,Lindis,3,TheJoker,Ryoma,Elsu,Rouie,B,Kimsensei
BAC,BHD,2,9/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Yue,Violet,Y'bneth,17:48,Chaugnar,Teeri,Iggy,Yan,Ryoma,Aya,Valhein,Xeniel,Kaine,4,Thane,TheJoker,Elsu,Rouie,B,Fakeplayz
BAC,BHD,1,9/1/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,WonderWoman,Liliana,Tel'Annas,Xeniel,14:55,Y'bneth,Valhein,Lorion,Keera,Riktor,Aya,Elsu,Omen,Kaine,5,Kriknak,TheJoker,Helen,Rouie,R,AlmondP
VCF,TFP,1,9/2/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,Yan,Tulen,TheJoker,Rouie,19:05,Thane,Violet,Raz,Keera,Florentino,Aoi,Aya,TeeMee,Xeniel,1,Ryoma,Murad,Elsu,Valhein,B,QQ
VCF,TFP,1,9/2/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Aoi,Mganga,Teeri,Helen,14:24,Arthur,TheJoker,Ignis,Zuka,Aya,Elsu,Rouie,Iggy,Yue,2,Capheny,Valhein,Krizzix,Omen,R,Deboom
VCF,TFP,1,9/2/2023,12:00:00 PM,RPL2023Winter,Thailand,Qi,Taara,Iggy,Elsu,Chaugnar,14:02,Baldum,Slimz,Illumia,WonderWoman,Riktor,Aoi,Omen,Nakroth,Zill,3,Keera,Ryoma,Valhein,Aya,B,Deboom
KOG,PSG,2,9/2/2023,3:00:00 PM,RPL2023Winter,Thailand,Yena,Keera,Lorion,Capheny,Y'bneth,16:35,Rouie,Violet,Liliana,WonderWoman,Skud,Omen,Aoi,Yan,Chaugnar,1,Raz,Zata,Aya,Valhein,B,JDai
KOG,PSG,1,9/2/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Iggy,Teeri,Baldum,21:54,TeeMee,Capheny,Tulen,Nakroth,Omen,Aya,Valhein,Keera,Lorion,2,Raz,Yue,Rouie,Aoi,R,Revers
KOG,PSG,2,9/2/2023,3:00:00 PM,RPL2023Winter,Thailand,Qi,WonderWoman,Raz,Elsu,Taara,13:19,Zip,Slimz,Zata,Yan,Roxie,Aoi,Helen,Kriknak,Florentino,3,Eland'orr,Kaine,Aya,Valhein,B,Sharkz
KOG,PSG,2,9/2/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Yan,Yue,Violet,Chaugnar,22:38,Xeniel,Elsu,Krixi,Zuka,Florentino,Aya,Valhein,Teeri,Kriknak,4,Thane,Zip,TeeMee,Aoi,R,N-Ashearth
BRU,eA,1,9/2/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Lorion,Valhein,Thane,13:32,TeeMee,Teeri,Yue,Taara,Florentino,Omen,Helen,Mganga,Keera,1,Eland'orr,Iggy,Aya,Elsu,B,KSSA
BRU,eA,1,9/2/2023,6:00:00 PM,RPL2023Winter,Thailand,Kaine,Eland'orr,Iggy,Aya,Taara,15:57,Rouie,Capheny,Tulen,Yan,Skud,Valhein,Aoi,Helen,WonderWoman,2,Murad,TheJoker,Mganga,Florentino,R,NuNu
BRU,eA,2,9/2/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Kriknak,Krixi,Violet,Krizzix,22:35,Thane,Elsu,Iggy,Keera,Yena,Valhein,Aoi,Mina,Kaine,3,Capheny,Xeniel,Rouie,TeeMee,R,Ligky
BRU,eA,1,9/2/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,Zuka,Yue,Elsu,Baldum,11:24,Lumburr,Violet,Liliana,Aoi,Ryoma,Valhein,Aya,Zip,Kaine,4,Y'bneth,Xeniel,Rouie,TeeMee,R,NuNu
BHD,PSG,1,9/3/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Yan,Krixi,Violet,Krizzix,13:03,TeeMee,Capheny,Zata,WonderWoman,Murad,Aoi,Aya,Skud,Liliana,1,Keera,Kriknak,Valhein,Elsu,B,Fakeplayz
BHD,PSG,2,9/3/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Aoi,Tulen,Slimz,Y'bneth,21:16,Baldum,Violet,Krixi,Taara,Ryoma,Skud,Aya,Krizzix,Thane,2,Kaine,Helen,Elsu,Valhein,B,Overone
